cell,r_center_cm,direction,mu_m,psi_ang_in
17,3.50000000e-01,7,-9.50125098e-02,5.23002985e-01
18,3.70000000e-01,7,-9.50125098e-02,5.33049144e-01
19,3.90000000e-01,7,-9.50125098e-02,5.43757839e-01
20,4.10000000e-01,7,-9.50125098e-02,5.55160210e-01
21,4.30000000e-01,7,-9.50125098e-02,5.67290245e-01
22,4.50000000e-01,7,-9.50125098e-02,5.80185244e-01
23,4.70000000e-01,7,-9.50125098e-02,5.93886395e-01
24,4.90000000e-01,7,-9.50125098e-02,6.08439416e-01
25,5.10000000e-01,7,-9.50125098e-02,6.23895294e-01
26,5.30000000e-01,7,-9.50125098e-02,6.40311149e-01
27,5.50000000e-01,7,-9.50125098e-02,6.57751218e-01
28,5.70000000e-01,7,-9.50125098e-02,6.76288010e-01
29,5.90000000e-01,7,-9.50125098e-02,6.96003658e-01
30,6.10000000e-01,7,-9.50125098e-02,7.16991515e-01
31,6.30000000e-01,7,-9.50125098e-02,7.39358084e-01
32,6.50000000e-01,7,-9.50125098e-02,7.63225376e-01
33,6.70000000e-01,7,-9.50125098e-02,7.88733853e-01
34,6.90000000e-01,7,-9.50125098e-02,8.16046183e-01
35,7.10000000e-01,7,-9.50125098e-02,8.45352144e-01
36,7.30000000e-01,7,-9.50125098e-02,8.76875158e-01
37,7.50000000e-01,7,-9.50125098e-02,9.10881206e-01
38,7.70000000e-01,7,-9.50125098e-02,9.47691224e-01
39,7.90000000e-01,7,-9.50125098e-02,9.87698703e-01
40,8.10000000e-01,7,-9.50125098e-02,1.03139520e+00
41,8.30000000e-01,7,-9.50125098e-02,1.07940828e+00
42,8.50000000e-01,7,-9.50125098e-02,1.13255974e+00
43,8.70000000e-01,7,-9.50125098e-02,1.19195903e+00
44,8.90000000e-01,7,-9.50125098e-02,1.25916303e+00
45,9.10000000e-01,7,-9.50125098e-02,1.33646762e+00
46,9.30000000e-01,7,-9.50125098e-02,1.42750121e+00
47,9.50000000e-01,7,-9.50125098e-02,1.53843428e+00
48,9.70000000e-01,7,-9.50125098e-02,1.68109442e+00
49,9.90000000e-01,7,-9.50125098e-02,1.87814442e+00
0,1.00000000e-02,8,9.50125098e-02,4.30280664e-01
1,3.00000000e-02,8,9.50125098e-02,4.30512096e-01
2,5.00000000e-02,8,9.50125098e-02,4.31358719e-01
3,7.00000000e-02,8,9.50125098e-02,4.32556863e-01
4,9.00000000e-02,8,9.50125098e-02,4.34080809e-01
5,1.10000000e-01,8,9.50125098e-02,4.35943067e-01
6,1.30000000e-01,8,9.50125098e-02,4.38158947e-01
7,1.50000000e-01,8,9.50125098e-02,4.40745929e-01
8,1.70000000e-01,8,9.50125098e-02,4.43719499e-01
9,1.90000000e-01,8,9.50125098e-02,4.47095854e-01
10,2.10000000e-01,8,9.50125098e-02,4.50889766e-01
11,2.30000000e-01,8,9.50125098e-02,4.55116775e-01
12,2.50000000e-01,8,9.50125098e-02,4.59791709e-01
13,2.70000000e-01,8,9.50125098e-02,4.64930283e-01
14,2.90000000e-01,8,9.50125098e-02,4.70548166e-01
15,3.10000000e-01,8,9.50125098e-02,4.76662056e-01
16,3.30000000e-01,8,9.50125098e-02,4.83289240e-01
17,3.50000000e-01,8,9.50125098e-02,4.90448289e-01
18,3.70000000e-01,8,9.50125098e-02,4.98158984e-01
19,3.90000000e-01,8,9.50125098e-02,5.06442814e-01
20,4.10000000e-01,8,9.50125098e-02,5.15323150e-01
21,4.30000000e-01,8,9.50125098e-02,5.24825680e-01
22,4.50000000e-01,8,9.50125098e-02,5.34978764e-01
23,4.70000000e-01,8,9.50125098e-02,5.45813905e-01
24,4.90000000e-01,8,9.50125098e-02,5.57366245e-01
25,5.10000000e-01,8,9.50125098e-02,5.69675145e-01
26,5.30000000e-01,8,9.50125098e-02,5.82784842e-01
27,5.50000000e-01,8,9.50125098e-02,5.96745197e-01
28,5.70000000e-01,8,9.50125098e-02,6.11612561e-01
29,5.90000000e-01,8,9.50125098e-02,6.27450789e-01
30,6.10000000e-01,8,9.50125098e-02,6.44332446e-01
31,6.30000000e-01,8,9.50125098e-02,6.62340262e-01
32,6.50000000e-01,8,9.50125098e-02,6.81568940e-01
33,6.70000000e-01,8,9.50125098e-02,7.02127440e-01
